,id,date,username,name,tweet,language,sentiment,positive_score,negative_score,neutral_score,mixed_score
1240,1324318940496076801,2020-11-05,obyda_altaee,عبيدة الطائي,@GoRafeeq @kfcarabia اخر مره اطلب منكم ومن كنتاكي بعد يعني نقعتونا ساعتين لا خدمة العملاء يردون ولا الرقم الي عطانياه سواقكم تردون عليه بهدلتونا الله يسامحكم,ar,,,,,
1241,1324318699055206407,2020-11-05,vaxvn,♛,من هذا المنبر أتقدم بخالص الشكر و التقدير لـ @GoRafeeq لأنهم الأبلكيشن الوحيد من بين ابلكيشنز التوصيل اللي يوصلون لنا 🤝.,ar,,,,,
1242,1324303488394928128,2020-11-05,goldendragonqa,Golden Dragon Qatar,#pancitguisado #GoldenDragonQatar #livecooking #wokcooking #freshfood #talabat #carriageqatar #gorafeeq #wishboxqa #snoonuqatar #fingertipsqa @ Golden Dragon Restaurants  https://t.co/u1G6snhplA,en,,,,,
1245,1323963471730511873,2020-11-04,marakezqatar,Marakez Trading Co.,"Let your hair do the talking.. Give your #hair the attention that it deserves, with #Sainsburys My Hair Matters.  Now available to order online with @Talabat, @snoonu_qa, @GoRafeeq, @fingertipsqa or @baqaala. Soon on @mownehqat.  https://t.co/dsyjVL8qCM",en,,,,,
1248,1323677261774622721,2020-11-03,sarah_shararaa,KillerQueen☽,@_doomhotel @Talabat @GoRafeeq  https://t.co/3E3AzilNVh,und,,,,,
1249,1323650331549552641,2020-11-03,_doomhotel,doomhotel,@daniawee @Talabat @GoRafeeq Hahahahaha,tl,,,,,
1250,1323640888569090049,2020-11-03,_doomhotel,doomhotel,@sarah_shararaa @GoRafeeq  https://t.co/xnO7oOiPOj,und,,,,,
1251,1323640498742009857,2020-11-03,sarah_shararaa,KillerQueen☽,@_doomhotel @GoRafeeq Your psycho ass when a delivery company didn’t block me AND delivered my food for free  https://t.co/Ia15zS5tqI,en,,,,,
1252,1323638454719291392,2020-11-03,_doomhotel,doomhotel,@GoRafeeq block @sarah_shararaa you fucking hypocrites she talks shit for twenty tweets back to back and you don’t flinch but I tweet a harmless “gorafeeq? more like go fuck yourselves” in a fit of frustration and I’m a menace to your social media and get blocked? simps,en,,,,,
1253,1323636802503270400,2020-11-03,_doomhotel,doomhotel,@TBAB_Bandito @Talabat @GoRafeeq Hahahahahaha,tl,,,,,
1254,1323636423161991174,2020-11-03,tbab_bandito,TBAB | Bandito,@_doomhotel @Talabat @GoRafeeq this is character development that i like to see,en,,,,,
1255,1323634439830839296,2020-11-03,_doomhotel,doomhotel,"If I disappear you better believe that @GoRafeeq sent their goons after me but I’d rather die a hero than a qatari-owned garbage establishments’ bootlicker, hear, hear, stream @Talabat",en,,,,,
1256,1323634273073725440,2020-11-03,sarah_shararaa,KillerQueen☽,@SaadAhmedKhan @GoRafeeq Thanks homie👊🏽,en,,,,,
1257,1323632672502095872,2020-11-03,_doomhotel,doomhotel,"Ordering from @GoRafeeq is such a hail mary, you’re lucky enough to get your order in an hour. And that disgusting app? Have you seen it? Ghetto ass app. @Talabat’s app is very practical, and indeed, isn’t ugly. Revolt, people",en,,,,,
1258,1323632242590162945,2020-11-03,saadahmedkhan,Saad Khan,@sarah_shararaa @GoRafeeq,und,,,,,
1259,1323631850942844928,2020-11-03,_doomhotel,doomhotel,"This account now is a @Talabat stan account, fuck @GoRafeeq, am I right, fellas?",en,,,,,
1260,1323627163875188737,2020-11-03,sarah_shararaa,KillerQueen☽,@GoRafeeq ANY DISH THAT WONT TAKE TWO HOURS WITH YOUR SHITTY SERVICES,en,,,,,
1261,1323626577159225345,2020-11-03,sarah_shararaa,KillerQueen☽,@GoRafeeq YOU ARE SO UNPROFESSIONAL IVE BEEN WAITING FOR 2 HOURS FOR MY FOOD AND OVER 30 MINUTES ON THE HELP LINE WITH THAT IRRITATING RINGTONE,en,,,,,
1262,1323584112821678080,2020-11-03,khalifa_saqer83,khalifa saqer,@GoRafeeq رفيق تخصص في التأخير فقط لاغير,ar,,,,,
1263,1323534605434130433,2020-11-03,hmc_qatar,مؤسسة حمد الطبية,@malkhayareen5 @PHCCqatar @Talabat @CarriageQatar @snoonu_qa @GoRafeeq أخي الكريم/ نشكر تواصلكم،  سيتم تحويل الملاحظة للجهة المختصة.,ar,,,,,
1266,1323338031894585346,2020-11-02,bnalemadi_,َ,@GoRafeeq افشل برنامج على وجه الارض يطرشون مع السواق الفين اوردر يوصله كله في نفس الوقت ويوم نكلمهم يقولون لا مستحيل نسوي جي وانا اسأل السواق يقولي كنت اوصل طلبات ثانيه فوق م ان البرنامج فاشل بعد يكذبون والسواويق يطولون لسانهم ويصرخون ومايعجبهم الكلام ونشتكي الف مره بس مافي فايده,ar,,,,,
1267,1323329638484054016,2020-11-02,sweerobss,sara N k,@GoRafeeq اسوأ برنامج توصيل فالعالم ومن سيئ ل اسوأ الًواحد لو يبي يتعشى مفروض من الصبح يطلب عشان يوصله الاكل ،، والمشكله يوصلون مليون اوردر مع بعض والكل يعاني منكم بس مافي فايده مو راضين تعدلون خدماتكم السيئه,ar,,,,,
1268,1323210800157380613,2020-11-02,malkhayareen5,mubarak alkhayareen,@GoRafeeq @PHCCqatar @HMC_Qatar @Talabat @CarriageQatar @snoonu_qa العفو وأتمنى تفعيل المقترح مع الجهات الرسمية وخلق شراكة مفيدة للطرفين ..تتكامل كلًا في مجاله,ar,,,,,
1270,1323008078535688192,2020-11-02,malkhayareen5,mubarak alkhayareen,@snoonu_qa @PHCCqatar @HMC_Qatar @Talabat @CarriageQatar @GoRafeeq ممكن من خلال البيانات الضخمة لشركات التوصيل تتبع النمط الغذائي للناس وتوزيعهم جغرافيا بشكل دقيق ...اتمنى العمل على دراسة هذا المقترح,ar,,,,,
1271,1323005668224339978,2020-11-01,snoonu_qa,سنونو snoonu,@malkhayareen5 @PHCCqatar @HMC_Qatar @Talabat @CarriageQatar @GoRafeeq فكرة ابداعية وجميلة ويتم فيه تتبع نمط النظام الغذائي لكل شخص على حده خصوصا من يتبعون حمية غذائية او المرضى المطلوب منهم اتباع ارشادات معينه في غذائهم، ونحن على اتم الاستعداد لعمل الشراكات البناءة وفائدة الجميع,ar,,,,,
1273,1322982588030607366,2020-11-01,mnooy11,منى🇶🇦,@GoRafeeq افشل خدمة توصيل بالشرق الاوسط بعد,ar,,,,,
1274,1322968747926343686,2020-11-01,malkhayareen5,mubarak alkhayareen,اتمنى عمل شراكة بين شركات التوصيل ومؤسسة حمد الطبية ( قسم التغذية ) ومراكز التغذية في القطاع الخاص لوضع ( الخريطة الغذائية ) لدراسة نمط التغذية في الدولة وكيفية مساعدة الناس في تحسين حياتهم @PHCCqatar @HMC_Qatar @Talabat @CarriageQatar @snoonu_qa @GoRafeeq,ar,,,,,
1276,1322940003094323203,2020-11-01,abbad852,Abbad bin Saeed 🇶🇦,@GoRafeeq شكاويها كثيرة.. وتأخير بالساعات,ar,,,,,
1277,1322939924220387328,2020-11-01,abbad852,Abbad bin Saeed 🇶🇦,@GoRafeeq للأسف شركة غير ناجحة..,ar,,,,,
1280,1322887923956617216,2020-11-01,nawari_qa,نوّيــر🌷,@GoRafeeq تتواصلون معاي بخصوص شنو? الحمد لله استلمت الطلب بعد ٣ ساعات ونصف 👏🏻زمن قياسي وممتاز بصراحه توقعت تاخير اكثر كالعاده اتمنى لكم المزيد من التقدم والازدهار 🙂👏🏻,ar,,,,,
1285,1321781786754600960,2020-10-29,nawarii_um_s,نــــــورة🇶🇦,@GoRafeeq @kfcarabia للاسف اصبحت خدمتكم جداً سيئة وتاخير مستمر في الطلبات وعدم الرد من خدمة العملاء  https://t.co/ar21J9OVlt,ar,,,,,
1286,1321719113241210880,2020-10-29,bentalmuhannadi,بنت محمد المهندي😉🕊,@alkhor_live @GoRafeeq في حساب من ؟ اي شخصية منهم 😁,ar,,,,,
1287,1321564818621501440,2020-10-29,alkhor_live,#الخور_2022 🇶🇦,عطورات وكولونيا ناااار من مدينة سفران بولو في #تركيا  تجدونها في تطبيق @GoRafeeq 😍😍❤️ #بدل_المنتج_الفرنسي_بتركي  https://t.co/MPVxtN2TGr,ar,,,,,
1289,1320739887264505856,2020-10-26,intercondoha,InterContinentalDoha,"Can't get enough of pizza? Try our pizza specials from Paloma, Bombero Mexicano, Tex Mex, or Gamberas. Order it now via @talabatQA or @gorafeeq. . . . . . #InterContinentalDoha #PalomaDoha #MexicanFood #TexMexRestaurant #TexMexCuisine #fooddelivery #talabat #gorafeeq  https://t.co/A9xjESENLI",en,,,,,
1290,1320670805035016193,2020-10-26,goocrispy,goocrispy,Layers of ultimate happiness ❤️   #qatar #doha #gharafa #gocrispy #spicy #crispy #delicious #foodie #yummy #dinner #go #instafood #foodblogger #fresh #chicken #fresh #tasty #foodie #foodpic #YMH #carriage #talabat #gorafeeq  https://t.co/C3LLe3jM5W,en,,,,,
1292,1320330069693390848,2020-10-25,65weeeew,weeeew_65,"Hey Dear, look what i found in Rafeeq, gorafeeq://?platform_id=7&amp;vendor_id=5133&amp;product_id=721020gmd@d Oh a call your Nana 00000 nbv    TtflloporwqZxjkpo###@@o@",en,,,,,
1294,1319910707190693893,2020-10-24,centarawestbay,CentaraWestBay,"Savour the deliciousness of authentic Thai cuisine from Thai Kitchen menu, available now for delivery through @talabatqa @gorafeeq @wishboxqa @Snoonu For more details, please call 4009 5530 or Whatsapp 3001 5360 #ThaiKitchenbyCentara #thaikitchen #capricedoha  https://t.co/yTn2UxDLLn",en,,,,,
1295,1319737755153334274,2020-10-23,__nbr__,ناصر,@snoonu_qa @GoRafeeq @Qfoody,und,,,,,
1296,1319679751984992256,2020-10-23,ralsafadi_,𝓡𝓸𝓼𝓮 𓂆.,@GoRafeeq satisfy your clients 🙏🏻,en,,,,,
1298,1319015070337273857,2020-10-21,40sqm,40SQM,الآن يمكنكم طلب قهوتكم المفضله عن طريق برامج التوصيل @gorafeeq  @talabatqa   Now you can order your favorite coffee from 40SQM at @talabatqa @gorafeeq  https://t.co/oLAUzUQkbu,und,,,,,
1299,1319014357318197251,2020-10-21,40sqm,40SQM,الآن يمكنكم طلب قهوتكم المفضله عن طريق برامج التوصيل @gorafeeq  @talabatqa    Now you can order your favorite coffee from 40SQM at @talabatqa @gorafeeq  https://t.co/zKcwCvePCp,und,,,,,
1300,1318828399490682880,2020-10-21,centarawestbay,CentaraWestBay,"Satisfy your palette with the best of Indian Progressive cuisine curated by Michelin Starred Chef, available now for delivery through @talabatqa @gorafeeq @wishboxqa @Snoonu For more details, please call 40095520 Whatsapp 30015360 #dalchinidoha #dalchinirestaurant #indianfoods  https://t.co/1DSxuRJPC7",en,,,,,
1301,1318428012388515840,2020-10-20,alkhor_live,#الخور_2022 🇶🇦,صباح الخير 🌞😍 صباح #الزعفران من مدينة #سفران_بولو #تركيا  كل منتجاتنا التركية في  @GoRafeeq  #دعم_المنتجات_التركيه #تركيا #أوردوغان #قطر #الدوحة #كولونيا #منتجات_تركية #منتجات_تركيا  https://t.co/Xu8PgxdIMM,ar,,,,,
1302,1318259639331454977,2020-10-19,hymncafe,HYMN CAFE,Nbn Signature order now @talabatqa @carriageqatar @gorafeeq cold and cool😎  https://t.co/EEqFQ0OE89,en,,,,,
1303,1318252504577134593,2020-10-19,606wafi,TONY,@sweyyr @GoRafeeq هههههههههههههههه صادقه كله يتأخرون,ar,,,,,
1304,1318246953638105090,2020-10-19,shosha_graaamy,🇶🇦؛••بنت؛قطر••؛🇶🇦,@_kaadle88 @sweyyr @GoRafeeq 🧐,und,,,,,
1307,1318175738491752449,2020-10-19,sweyyr,🗡,@_kaadle88 @GoRafeeq يمكن على حسب المنطقه او الوقت ماعندي اي فكره بس,ar,,,,,
1308,1318175578613288961,2020-10-19,_kaadle88,KA🇶🇦,@sweyyr @GoRafeeq انا يوصلون لي بسرعه وله مره تأخرو 💃🏻🤣,ar,,,,,
1309,1318168592953868288,2020-10-19,sweyyr,🗡,@GoRafeeq مرتين اتصلت عشان الطلب و طالبه من الساعه ٢ و لحد الحين ماوصلني!! Unprofessional,ar,,,,,
1311,1318165588599070720,2020-10-19,sweyyr,🗡,اسوء شركة توصيل ولا مره طلبت و وصلني بسرعه دايماً يتأخرون ساعه ونص او ساعتين!! @GoRafeeq لاتاخذون طلبات فوق طاقتكم اذا ماتقدرون توصلون طلباتنا بسرعه 🙂🙂🙂,ar,,,,,
1312,1318079749944639489,2020-10-19,centarawestbay,CentaraWestBay,"In Thai, “khao” means rice and “phad” relates to being stir-fried. Consisting of Thai jasmine rice, stir-fried with egg, onions, garlic &amp; meat. Savour this simply dish from Thai Kitchen Menu available for delivery @talabatqa @gorafeeq @wishboxqa @Snoonu More details call 40095530  https://t.co/YcUicKurGG",en,,,,,
1313,1317789774405619712,2020-10-18,healthyjuiceqa,healthy juice qa,#waffle_bubble #waffles #choclate #mix #yammy #testy #delicious #food #order_now #snoonu #talabat #talabatqa #rafeeq #gorafeeq #qatar #doha #deleveryorder #delevery  https://t.co/MNehUKqdEs,und,,,,,
1314,1317102302252072960,2020-10-16,healthyjuiceqa,healthy juice qa,gorafeeq://?platform_id=1&amp;vendor_id=4262,en,,,,,
1315,1317081945025650693,2020-10-16,healthyjuiceqa,healthy juice qa,#order_now #rafeeq @GoRafeeq #avocado_bubble_tea #qatar #doha #juice #fresh #organic  https://t.co/xKLc04dGrL,und,,,,,
1317,1316779739097464833,2020-10-15,hameeed71,عبدالحميد الشرشني,@GoRafeeq للاسف التطبيق ولابريال ساعتين وللحين الطلب تحت التحضير والكول سنتر عندهم يقول سياره اختربت يمكن البطاريه شر البلية مايضحك عموما كنسلت الطلب وابي اعرف متى تردون المبلغ في الفيزا ،،،,ar,,,,,
1319,1316464693725233152,2020-10-14,_doomhotel,doomhotel,@GoRafeeq more like go fuck yourselves,en,,,,,
1320,1316464475155951617,2020-10-14,_lamrym,Mrym,@_doomhotel @GoRafeeq,und,,,,,
1322,1316345609113210884,2020-10-14,ifakhroo,ㅤㅤㅤㅤ🇶🇦 محمـد فخـرو,@GoRafeeq اخس ابلكيشن توصيل في قطر للاسف ..,ar,,,,,
1323,1316306371785166848,2020-10-14,wooxx11,🥳,@GoRafeeq فذكر إن نفعت الذكرى  https://t.co/kbNCDnZjzF,ar,,,,,
1325,1316072971316977664,2020-10-13,noorahakami,Noorah Hakami قطر 🦋,• من أفضل تطبيق #رفيق   @GoRafeeq   تقييم خدمة عملاء = ممتاز وتعاونهم مع العملاء = ممتاز   الله يعطيكم العافيه  • من أسوء تطبيق #طلبات #كاریدج   @Talabat  لا عندهم خدمة عملاء ترجع له ،  واذا طلبك مب كامل انسى يردون عليك.  . .     #الوكره,ar,,,,,
1326,1316036930908442624,2020-10-13,alkhor_live,#الخور_2022 🇶🇦,@GoRafeeq 🖐👌,und,,,,,
1327,1316033002888220673,2020-10-13,qatar79,Eisa Al-Hemaidi,@GoRafeeq @S3d_78  #وين_كنا_و_وين_صرنا,und,,,,,
1331,1315928821460238336,2020-10-13,altheeba_a,الذيبة,@GoRafeeq @_aalfahad يؤسفك !! والله للأسف هذي الحقيقة,ar,,,,,
1334,1315764150505676800,2020-10-13,_aalfahad,Ali Al-Fahad,@altheeba_a @GoRafeeq أختربو اختبرو والله .. من السواقين,ar,,,,,
1335,1315739140395278339,2020-10-12,altheeba_a,الذيبة,@_aalfahad @GoRafeeq زفت زفت زفت خدمتهم زفت اكثر من ساعتين الطلب ويوصلك الاكل مثلج,ar,,,,,
1336,1315658417286062080,2020-10-12,ahalsaadi1,ah_alsaadi,"@GoRafeeq @snoonu_qa 🎉🎉🎉 by far , you are above Em all and beyond!!! A job is well done 👍🏼",en,,,,,
1338,1315393379166040065,2020-10-11,_aalfahad,Ali Al-Fahad,@GoRafeeq  طلب من ١٠ المساء لين ١١:٤٥ وماوصلني الطلب ويوم اتصلت في خدمه العملاء عطاني رقم السايق واكلم السايق كأنه متفضل علي على حسابه طالب لي على حسابه ، للأمانه مستوى الخدمه عندكم مؤخراً صايره تعيسه واغلبها السائقين من الجنسيه العربيه,ar,,,,,
1339,1315327094524649473,2020-10-11,moodiqat,مـوضــي 🇶🇦,@GoRafeeq اعتذر عن قبول الهدية واعتبروها وصلت واللي اهم منها تشوفون حل في التأخير في الطلبات وتضيفون مطاعم وكافيهات جديدة توصل لكل المناطق او الريان بالذات وضواحيها 😅  اشكركم على التغريدة الطريفة 😄,ar,,,,,
1348,1315189401752829952,2020-10-11,malhajjaji85,بوحمد,@GoRafeeq والله حذفت البرنامج لكن مو طلب واحد طلبات كثيره واستفسروا عن مطعم يم يم تري فرع الوكره  كم مره تتاخرون على استلام الطلب,ar,,,,,
1350,1315180216151613442,2020-10-11,aa_albaker,علي بن عبدالله 🇶🇦,@AbdullaDF94 @GoRafeeq صحيح خدمة رفيق افشل خدمة توصيل في قطر واااايد يتأخرون و يوصلك الطلب بارد,ar,,,,,
1358,1315127935578378240,2020-10-11,abdulladf94,عبدالله درويش فخرو,@JBT_1986 @GoRafeeq اي والله. من قلب,ar,,,,,
1359,1315070015960494086,2020-10-11,iaakky,Bandar Al-Khalaf,@AbdullaDF94 @JBT_1986 @GoRafeeq احسن بدو يتجهون حق عالم البوتيكات ونسو ان تطبيقهم اساسا حق توصيل اكل + افضل تطبيقين للتوصيل في قطر طلبات وكاريدج 👍🏻,ar,,,,,
1360,1315068086173741056,2020-10-11,_97mem,𝓜𝓮𝓶𝓮,@nmh974 @AbdullaDF94 @JBT_1986 @GoRafeeq بالضبط,ar,,,,,
1361,1315062376224481282,2020-10-11,metaqtr,مريم إبراهيم,@AbdullaDF94 @GoRafeeq يارب بدون ايس كريم 🤦🏻‍♀️يارب بدون ايس كريم 🤦🏻‍♀️,ar,,,,,
1362,1315055561680056320,2020-10-11,alshamlan94,Mohammed Al-Shamlan,@AbdullaDF94 @JBT_1986 @GoRafeeq رفيق 👎🏻,ar,,,,,
1363,1315052998339502088,2020-10-11,malhajjaji85,بوحمد,@AbdullaDF94 @JBT_1986 @GoRafeeq صادق والله انا عن نفسي حذفت تطبيق رفيق لانه فاشل ويتاخر وايد  كله من كاريج او تراكو او طلبات رفيق كلمه فاشل شوي عليه,ar,,,,,
1364,1315051903148056579,2020-10-11,nmhalmhndi,𝐍𝐌𝐇,@AbdullaDF94 @JBT_1986 @GoRafeeq خل يسكرون بوتيكاتهم ويتفرغون للتوصيل ابرك,ar,,,,,
1365,1315051064958296065,2020-10-11,fatiimaaj_,Fatima🇶🇦,@AbdullaDF94 @JBT_1986 @GoRafeeq الشكاوي صايره بزيادة على رفيق 😅 أنا للحين صديقة كارديج,ar,,,,,
1366,1315050871038898177,2020-10-11,jbt_1986,جاسم بن ثاني | الاحتياطي 🇶🇦,@AbdullaDF94 @GoRafeeq كثرت الشكاوي على رفيق,ar,,,,,
1367,1315025446040289280,2020-10-10,abdulladf94,عبدالله درويش فخرو,عصير من مندرين من الساعه ٩ طالبه وللحين ما وصل!  المصيبه العصير جاهز مش فرش!  @GoRafeeq   خدمة تفشل والله,ar,,,,,
1372,1314902472075415554,2020-10-10,alialmarri90,علي المري,@GoRafeeq الخدمه صارت سيئه جدا لدرجه اني مسحت البرنامج تاخير ف التوصيل لمده ساعتين نص والاكب يجيك بارد حتى المطعم يشتكي منكم ويقول الاكل خلص ورفيق للحين ماجا للاسف كان ودنا ندعمه عشانه برنامج قطري لكن اذا مدحت صدقني بكون مطبل,ar,,,,,
1373,1314901939428130816,2020-10-10,alialmarri90,علي المري,@GoRafeeq اي بطلبه ع الغدا يوصلني عشا,ar,,,,,
1374,1314876170220040193,2020-10-10,ks_alsulaiti,خالد,@GoRafeeq ١٢ صباحاً!,ar,,,,,
1378,1314302499256442886,2020-10-08,ahalsaadi1,ah_alsaadi,@GoRafeeq I don’t have a specific complaint as I seldom use your application / services ! I am just sharing with you that you need to work hard to improve your community engagement... as I wrote earlier; customers and vendors are leaving your application !,en,,,,,
1380,1314300823896236037,2020-10-08,ahalsaadi1,ah_alsaadi,@GoRafeeq What for ?,en,,,,,
1382,1314286608078827527,2020-10-08,ahalsaadi1,ah_alsaadi,@GoRafeeq You need to work hard to improve your community engagement and take very carefully and seriously; you are loosing customers and vendors ! Don’t you get cocky and improve your audience listening tools !!!!,en,,,,,
1384,1314260805395902464,2020-10-08,mhr29070007,MHR,@GoRafeeq نطلب ريوق يوصل بعد الغداء,ar,,,,,
1387,1314113445445488641,2020-10-08,fatmahalh_,²² 🦋,@GoRafeeq شعقبه مسحت الابلكيشن خلاص🤷🏻‍♀️,ar,,,,,
1394,1314011335596953602,2020-10-08,dblyo___,maram♚,"@amontii @JBT_1986 😂😂 صح والله من سوولهم  هالبوتيكات ومدخلين فيه بلوقر محد يعرفهم , صار اخر همهم شكاوينا  @GoRafeeq",ar,,,,,
1395,1313881423850463234,2020-10-07,qaalyafei,🌂جواهرالكلام,@bosaad69 @turath_lawal @JBT_1986 @GoRafeeq ايه زادت تبون نصيحة يا رفيق   ركزوا على نقاط معينة انتوا الحين في فترة الشتات   موزعين السواقين بكل المناطق وهذا اللي يخلي الطلبات تتاخر   جميلة الفكرة انكم تغطون كل المناطق بس مب على حساب جودة الخدمة,ar,,,,,
1396,1313623616295235585,2020-10-07,bosaad69,﮼حمد ﮼بن ﮼سعد ﮼الكعبي,@turath_lawal @JBT_1986 @GoRafeeq زادت الشكاوي,ar,,,,,
1397,1313452227584036873,2020-10-06,qatar974_s,اذكروا الله في كل وقت 🤍,@GoRafeeq 12842558,und,,,,,
1399,1313204075656351744,2020-10-05,s_alobidli,سالم بن محمد,@GoRafeeq أنا غلطان اطلب منكم لو رايح أطلب ورايح مشي أبرك من أطلب عن طريقكم,ar,,,,,
1401,1313132094571376640,2020-10-05,thegatemall,The Gate Mall  ذي جيت مول,#Repost from @merakiqatar  Savour the burst of fresh flavours with Meraki’s Maguro Usuzukuri!   Call now on 50075333 to order for takeaway and delivery from Meraki.  Also available for online ordering on @talabatqa @gorafeeq  #TheGateMall #Doha #Qatar #MerakiQatar #Eatopia  https://t.co/BPcF62Z8G2,en,,,,,
1404,1313066092932329472,2020-10-05,aasalkuwari89,🖤🇶🇦 العنود الكواري,@GoRafeeq ان شاء الله اول منطقه تكون منطقتنا 🙄😂😩😩😩😩😩,ar,,,,,
1406,1313054128067809281,2020-10-05,aasalkuwari89,🖤🇶🇦 العنود الكواري,متى راح نشوف مطعم البتراء متوفر عندكم 😩 واذا ناويين فالمستقبل لا تنسون منطقة ازغوى 😂🙄 @Trackooqa  @GoRafeeq  @CarriageQatar  @snoonu_qa  https://t.co/juuvmP6PlF,ar,,,,,
1408,1312767844522758146,2020-10-04,goocrispy,goocrispy,Burgers are better when we share them together #qatar #doha #gharafa #gocrispy #spicy #crispy #delicious #foodie #yummy #dinner #go #instafood #foodblogger #fresh #chicken #fresh #tasty #foodie #foodpic #YMH #carriage  #gorafeeq #burger ⠀  https://t.co/uEr4yXDLl8,en,,,,,
1413,1312068169406832641,2020-10-02,sawdanatheel,﮼سودانثيل,@Mubarak_abdulla @alhammadijassim اطلبوله فكس  @haljameela من محله في @GoRafeeq تراه زيين,ar,,,,,
1416,1312014378741501952,2020-10-02,aisha15july,Aisha🇶🇦,@GoRafeeq كنت مستانسه على ابلكيشن رفيق  بس الحين بديت اكرهه ووبعطيهم اخر فرصه اذا بعد نفس الحركة بحذفه مع ربعه طلبات وكريدج🙄,ar,,,,,
1417,1312006696642936832,2020-10-02,bassamalyahri,Bassam Alyahri 🇶🇦,@mrri2022 @GoRafeeq للاسف مشكلة الابلكيشن يقبل الطلب ويرسل للمطعم الطلب وياخذ الحساب والسايق غير متوفر,ar,,,,,
1420,1311403801623101443,2020-09-30,ammyyz,Amna,@MEAlansari @GoRafeeq بالضبط. الكستمر سيرفس قصة ثانيه بعد🙃,ar,,,,,
1422,1311401438057291777,2020-09-30,mealansari,Mariam Essa Al-Ansari,@Ammyyz @GoRafeeq مسحت الابليكيشن قبل كم شهر من تعاستهم، لا كستمر سيرفس عدل ولا حياة لمن تنادي,ar,,,,,
1423,1311397325349285889,2020-09-30,moudalsulaiti,Moud93,@Ammyyz @GoRafeeq اذا تبون تقلدون كاردج قلدوه فالكواليتي لو سمحتوا هذي نصيحتي,ar,,,,,
1426,1311368598330454016,2020-09-30,ammyyz,Amna,@MoudAlsulaiti @GoRafeeq والله صحح عشان جيت هني اطلع حرتي خاطري اضربهم🙃🤣,ar,,,,,
1427,1311368526465294337,2020-09-30,ammyyz,Amna,@Alnoof83 @GoRafeeq تخيلي انا ٣ ساعات؟؟؟؟ ولو بروحي معليه بعد بس صج الحين بتادب مستحيل استخدمه 🙃 ي ق ه ر و ن,ar,,,,,
1428,1311361242829914115,2020-09-30,moudalsulaiti,Moud93,@Ammyyz @GoRafeeq صادقه 👍🏽👍🏽 اسوأ شركه مرت علي والمشكله مافي احد تشتكين عنده 😂,ar,,,,,
1429,1311359264062164992,2020-09-30,alnoof83,نَوْف,"@Ammyyz @GoRafeeq عقب اللي صار معاي ...اطلب غدى ٢:٤٥ واستلمه ٦:٣٠ حذفتهم وياعلهم العلة حتى راعي المطعم يقولي ""رفيئ كزابيين""!",ar,,,,,
1430,1311357422938791936,2020-09-30,ammyyz,Amna,@AlanssariFatma @GoRafeeq الحين مافي امل استخدمه مره ثانيه في حياتي. :)  https://t.co/6IBPw56yZO,ar,,,,,
1431,1311356219232268290,2020-09-30,alanssarifatma,Fatma,@Ammyyz @GoRafeeq مادري شلون تطلبين منهم 😂 كارج وبس والله,ar,,,,,
1432,1311355861848260608,2020-09-30,ammyyz,Amna,@M7mdAl_rasheed @GoRafeeq الحين بمسحهممممممم,ar,,,,,
1433,1311355527192952833,2020-09-30,m7mdal_rasheed,M7md,@Ammyyz @GoRafeeq اي والله مسحتهم انا,ar,,,,,
1434,1311320078412132352,2020-09-30,marakezqatar,Marakez Trading Co.,An average human being should have 10 micrograms of Vitamin D every day to support their immune system.  And that's exactly the amount available on our @getmorevits 500ml bottles. Grab one today!  Order online with @Talabat @snoonu_qa @baqaala @fingertipsqa or @GoRafeeq.  https://t.co/oIkSx3FDHl,en,,,,,
1436,1311044936293384192,2020-09-29,alshaaibi_h,alshaaibi,@GoRafeeq اول ما بدا كان جيد والان توصيل يتاخر وما فيه اي التزام ولا اهتمام من الادارة,ar,,,,,
1437,1311031881887027200,2020-09-29,s3_albadi,SAOOD 😎☀️,@GoRafeeq اتذكر اول مره طلبت من رفيق الطلب جاني في اقل من نص ساعه,ar,,,,,
1439,1310846417544585216,2020-09-29,jassem1991,Jassem Alnaama 💍,@Mfakhroo0 @GoRafeeq ماينفع معاهم شي 🤨,ar,,,,,
1440,1310846153362223104,2020-09-29,mfakhroo0,Mohammed S Alobaidan,@jassem1991 @GoRafeeq عطهم كاش,ar,,,,,
1441,1310615828572917761,2020-09-28,jassem1991,Jassem Alnaama 💍,@Mohammed9_11 @GoRafeeq وغيره بعد اليوم🙃 بس مب ايسكريم🤣,ar,,,,,
1442,1310614402853371905,2020-09-28,mohammed9_11,محمدٌ,@jassem1991 @GoRafeeq 😂😂تذكرت الاسكريم,ar,,,,,
1443,1310609186800177152,2020-09-28,ahmedalkuwari10,احمد الكواري,@jassem1991 @GoRafeeq @Trackooqa صححححححح 😂🤣,ar,,,,,
1444,1310609133192781824,2020-09-28,jassem1991,Jassem Alnaama 💍,@ahmedalkuwari10 @GoRafeeq لان يوصل كل عالم @Trackooqa,ar,,,,,
1445,1310608563723800576,2020-09-28,ahmedalkuwari10,احمد الكواري,@jassem1991 @GoRafeeq اتفق وبقوة   خلك على تراكو تدري ليش ؟,ar,,,,,
1446,1310597003873845248,2020-09-28,jassem1991,Jassem Alnaama 💍,@AObaidan @GoRafeeq شكله هاي الي بصير,ar,,,,,
